Accession	Title	Links	Status	Release Date	Created	Updated	Submission	BioSample.name	BioSample.organism_name
SAMN29453341	314_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.480Z	2022-10-25T09:19:06.086Z	SUB11601558	AGL2429	Severe acute respiratory syndrome coronavirus 2
SAMN29453324	309_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.323Z	2022-10-25T09:19:06.056Z	SUB11601558	AGL2256	Severe acute respiratory syndrome coronavirus 2
SAMN29453318	307_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.253Z	2022-10-25T09:19:06.040Z	SUB11601558	AGL1845	Severe acute respiratory syndrome coronavirus 2
SAMN29453312	305_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.180Z	2022-10-25T09:19:06.020Z	SUB11601558	AGL1868	Severe acute respiratory syndrome coronavirus 2
SAMN29453311	304_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.170Z	2022-10-25T09:19:05.920Z	SUB11601558	AGL2076	Severe acute respiratory syndrome coronavirus 2
SAMN29453309	304_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.153Z	2022-10-25T09:19:05.903Z	SUB11601558	AGL1942	Severe acute respiratory syndrome coronavirus 2
SAMN29453299	300_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.060Z	2022-10-25T09:19:05.886Z	SUB11601558	AGL1975	Severe acute respiratory syndrome coronavirus 2
SAMN29453288	297_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.960Z	2022-10-25T09:19:05.870Z	SUB11601558	AGL1655	Severe acute respiratory syndrome coronavirus 2
SAMN29453287	296_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.950Z	2022-10-25T09:19:05.846Z	SUB11601558	AGL1617	Severe acute respiratory syndrome coronavirus 2
SAMN29453284	295_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.923Z	2022-10-25T09:19:05.430Z	SUB11601558	AGL1728	Severe acute respiratory syndrome coronavirus 2
SAMN29453279	294_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.880Z	2022-10-25T09:19:05.413Z	SUB11601558	AGL1696	Severe acute respiratory syndrome coronavirus 2
SAMN29453275	292_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.840Z	2022-10-25T09:19:05.400Z	SUB11601558	AGL1742	Severe acute respiratory syndrome coronavirus 2
SAMN29453269	290_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.726Z	2022-10-25T09:19:05.380Z	SUB11601558	AGL1746	Severe acute respiratory syndrome coronavirus 2
SAMN29453260	287_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.643Z	2022-10-25T09:19:05.363Z	SUB11601558	AGL1548	Severe acute respiratory syndrome coronavirus 2
SAMN29453536	380_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.290Z	2022-10-25T09:19:05.346Z	SUB11601558	AGL1986	Severe acute respiratory syndrome coronavirus 2
SAMN29453533	379_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.263Z	2022-10-25T09:19:05.330Z	SUB11601558	AGL2968	Severe acute respiratory syndrome coronavirus 2
SAMN29453524	376_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.183Z	2022-10-25T09:19:05.313Z	SUB11601558	AGL2995	Severe acute respiratory syndrome coronavirus 2
SAMN29453516	373_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.103Z	2022-10-25T09:19:05.296Z	SUB11601558	AGL3179	Severe acute respiratory syndrome coronavirus 2
SAMN29453512	372_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.066Z	2022-10-25T09:19:05.280Z	SUB11601558	AGL2737	Severe acute respiratory syndrome coronavirus 2
SAMN29453510	371_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.050Z	2022-10-25T09:19:05.263Z	SUB11601558	AGL2855	Severe acute respiratory syndrome coronavirus 2
SAMN29453199	267_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.083Z	2022-10-25T09:19:05.246Z	SUB11601558	AGL1409	Severe acute respiratory syndrome coronavirus 2
SAMN29453189	263_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06Z	2022-10-25T09:19:05.230Z	SUB11601558	AGL1436	Severe acute respiratory syndrome coronavirus 2
SAMN29453185	262_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.963Z	2022-10-25T09:19:05.213Z	SUB11601558	AGL1413	Severe acute respiratory syndrome coronavirus 2
SAMN29453184	262_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.953Z	2022-10-25T09:19:05.200Z	SUB11601558	AGL1418	Severe acute respiratory syndrome coronavirus 2
SAMN29453182	261_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.936Z	2022-10-25T09:19:05.183Z	SUB11601558	AGL1326	Severe acute respiratory syndrome coronavirus 2
SAMN29453179	260_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.910Z	2022-10-25T09:19:05.166Z	SUB11601558	AGL1051	Severe acute respiratory syndrome coronavirus 2
SAMN29453169	256_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.823Z	2022-10-25T09:19:05.150Z	SUB11601558	AGL1204	Severe acute respiratory syndrome coronavirus 2
SAMN29453162	254_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.763Z	2022-10-25T09:19:05.136Z	SUB11601558	AGL1214	Severe acute respiratory syndrome coronavirus 2
SAMN29453152	251_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.676Z	2022-10-25T09:19:05.110Z	SUB11601558	AGL1113	Severe acute respiratory syndrome coronavirus 2
SAMN29453133	244_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.466Z	2022-10-25T09:19:05.093Z	SUB11601558	AGL1091	Severe acute respiratory syndrome coronavirus 2
SAMN29453131	243_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.450Z	2022-10-25T09:19:05.073Z	SUB11601558	AGL1083	Severe acute respiratory syndrome coronavirus 2
SAMN29453129	243_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.430Z	2022-10-25T09:19:05.060Z	SUB11601558	AGL1054	Severe acute respiratory syndrome coronavirus 2
SAMN29453123	241_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.380Z	2022-10-25T09:19:05.040Z	SUB11601558	AGL1041	Severe acute respiratory syndrome coronavirus 2
SAMN29453122	240_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.370Z	2022-10-25T09:19:05.020Z	SUB11601558	AGL1087	Severe acute respiratory syndrome coronavirus 2
SAMN29453119	239_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.340Z	2022-10-25T09:19:05.003Z	SUB11601558	AGL1085	Severe acute respiratory syndrome coronavirus 2
SAMN29453110	236_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.253Z	2022-10-25T09:19:04.990Z	SUB11601558	AGL1093	Severe acute respiratory syndrome coronavirus 2
SAMN29453103	234_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.190Z	2022-10-25T09:19:04.973Z	SUB11601558	AGL0994	Severe acute respiratory syndrome coronavirus 2
SAMN29453101	233_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.170Z	2022-10-25T09:19:04.956Z	SUB11601558	AGL1059	Severe acute respiratory syndrome coronavirus 2
SAMN29453096	232_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.126Z	2022-10-25T09:19:04.943Z	SUB11601558	AGL1026	Severe acute respiratory syndrome coronavirus 2
SAMN29453089	229_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.060Z	2022-10-25T09:19:04.926Z	SUB11601558	AGL1048	Severe acute respiratory syndrome coronavirus 2
SAMN29453085	228_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05Z	2022-10-25T09:19:04.910Z	SUB11601558	AGL1013	Severe acute respiratory syndrome coronavirus 2
SAMN29453076	225_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.920Z	2022-10-25T09:19:04.893Z	SUB11601558	AGL1024	Severe acute respiratory syndrome coronavirus 2
SAMN29453069	223_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.856Z	2022-10-25T09:19:04.880Z	SUB11601558	AGL1156	Severe acute respiratory syndrome coronavirus 2
SAMN29453059	219_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.750Z	2022-10-25T09:19:04.863Z	SUB11601558	AGL0980	Severe acute respiratory syndrome coronavirus 2
SAMN29453058	219_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.743Z	2022-10-25T09:19:04.846Z	SUB11601558	AGL0742	Severe acute respiratory syndrome coronavirus 2
SAMN29453053	217_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.696Z	2022-10-25T09:19:04.830Z	SUB11601558	AGL0720	Severe acute respiratory syndrome coronavirus 2
SAMN29453048	216_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.650Z	2022-10-25T09:19:04.816Z	SUB11601558	AGL0755	Severe acute respiratory syndrome coronavirus 2
SAMN29453039	213_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.570Z	2022-10-25T09:19:04.800Z	SUB11601558	AGL0535	Severe acute respiratory syndrome coronavirus 2
SAMN29453038	212_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.563Z	2022-10-25T09:19:04.783Z	SUB11601558	AGL0747	Severe acute respiratory syndrome coronavirus 2
SAMN29453037	212_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.553Z	2022-10-25T09:19:04.766Z	SUB11601558	AGL0548	Severe acute respiratory syndrome coronavirus 2
SAMN29453032	210_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.506Z	2022-10-25T09:19:04.750Z	SUB11601558	AGL0757	Severe acute respiratory syndrome coronavirus 2
SAMN29453030	210_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.490Z	2022-10-25T09:19:04.723Z	SUB11601558	AGL0628	Severe acute respiratory syndrome coronavirus 2
SAMN29453029	209_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.480Z	2022-10-25T09:19:04.710Z	SUB11601558	AGL0758	Severe acute respiratory syndrome coronavirus 2
SAMN29453016	205_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.326Z	2022-10-25T09:19:04.690Z	SUB11601558	AGL0618	Severe acute respiratory syndrome coronavirus 2
SAMN29453013	204_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.296Z	2022-10-25T09:19:04.670Z	SUB11601558	AGL0609	Severe acute respiratory syndrome coronavirus 2
SAMN29453012	204_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.290Z	2022-10-25T09:19:04.653Z	SUB11601558	AGL0607	Severe acute respiratory syndrome coronavirus 2
SAMN29453006	202_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.233Z	2022-10-25T09:19:04.636Z	SUB11601558	AGL0637	Severe acute respiratory syndrome coronavirus 2
SAMN29453005	201_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.223Z	2022-10-25T09:19:04.616Z	SUB11601558	AGL0441	Severe acute respiratory syndrome coronavirus 2
SAMN29453241	281_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.453Z	2022-10-25T09:19:04.600Z	SUB11601558	AGL1539	Severe acute respiratory syndrome coronavirus 2
SAMN29453240	280_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.446Z	2022-10-25T09:19:03.700Z	SUB11601558	AGL1554	Severe acute respiratory syndrome coronavirus 2
SAMN29453232	278_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.376Z	2022-10-25T09:19:03.683Z	SUB11601558	AGL1503	Severe acute respiratory syndrome coronavirus 2
SAMN29453226	276_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.326Z	2022-10-25T09:19:03.670Z	SUB11601558	AGL1506	Severe acute respiratory syndrome coronavirus 2
SAMN29453215	272_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.226Z	2022-10-25T09:19:03.650Z	SUB11601558	AGL1628	Severe acute respiratory syndrome coronavirus 2
SAMN29453204	268_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.130Z	2022-10-25T09:19:03.633Z	SUB11601558	AGL1419	Severe acute respiratory syndrome coronavirus 2
SAMN29453003	201_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.200Z	2022-10-25T09:19:03.616Z	SUB11601558	AGL0626	Severe acute respiratory syndrome coronavirus 2
SAMN29453397	333_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.993Z	2022-10-25T09:19:03.600Z	SUB11601558	AGL2489	Severe acute respiratory syndrome coronavirus 2
SAMN29453116	238_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.313Z	2022-10-25T09:19:03.583Z	SUB11601558	AGL1058	Severe acute respiratory syndrome coronavirus 2
SAMN29453104	234_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.200Z	2022-10-25T09:19:03.566Z	SUB11601558	AGL1045	Severe acute respiratory syndrome coronavirus 2
SAMN29453082	227_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.970Z	2022-10-25T09:19:03.550Z	SUB11601558	AGL0716	Severe acute respiratory syndrome coronavirus 2
SAMN29453517	373_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.113Z	2022-10-25T09:19:03.530Z	SUB11601558	AGL3265	Severe acute respiratory syndrome coronavirus 2
SAMN29453054	218_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.706Z	2022-10-25T09:19:03.506Z	SUB11601558	AGL0539	Severe acute respiratory syndrome coronavirus 2
SAMN29453296	299_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.033Z	2022-10-25T09:19:03.490Z	SUB11601558	AGL1964	Severe acute respiratory syndrome coronavirus 2
SAMN29453407	336_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.086Z	2022-10-25T09:19:03.466Z	SUB11601558	AGL2266	Severe acute respiratory syndrome coronavirus 2
SAMN29453322	308_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.303Z	2022-10-25T09:19:03.440Z	SUB11601558	AGL1947	Severe acute respiratory syndrome coronavirus 2
SAMN29453321	308_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.293Z	2022-10-25T09:19:03.420Z	SUB11601558	AGL1842	Severe acute respiratory syndrome coronavirus 2
SAMN29453340	314_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.470Z	2022-10-25T09:19:03.386Z	SUB11601558	AGL2424	Severe acute respiratory syndrome coronavirus 2
SAMN29453017	205_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.333Z	2022-10-25T09:19:03.363Z	SUB11601558	AGL0448	Severe acute respiratory syndrome coronavirus 2
SAMN29453198	266_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.073Z	2022-10-25T09:19:03.346Z	SUB11601558	AGL1402	Severe acute respiratory syndrome coronavirus 2
SAMN29453372	325_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.763Z	2022-10-25T09:19:03.330Z	SUB11601558	AGL1941	Severe acute respiratory syndrome coronavirus 2
SAMN29453138	246_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.513Z	2022-10-25T09:19:03.313Z	SUB11601558	AGL1100	Severe acute respiratory syndrome coronavirus 2
SAMN29453467	356_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.650Z	2022-10-25T09:19:03.300Z	SUB11601558	AGL2862	Severe acute respiratory syndrome coronavirus 2
SAMN29453111	237_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.263Z	2022-10-25T09:19:03.283Z	SUB11601558	AGL0997	Severe acute respiratory syndrome coronavirus 2
SAMN29453442	348_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.416Z	2022-10-25T09:19:03.266Z	SUB11601558	AGL3102	Severe acute respiratory syndrome coronavirus 2
SAMN29453280	294_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.890Z	2022-10-25T09:19:03.250Z	SUB11601558	AGL1700	Severe acute respiratory syndrome coronavirus 2
SAMN29453140	247_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.530Z	2022-10-25T09:19:03.233Z	SUB11601558	AGL0650	Severe acute respiratory syndrome coronavirus 2
SAMN29453114	238_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.293Z	2022-10-25T09:19:03.216Z	SUB11601558	AGL0610	Severe acute respiratory syndrome coronavirus 2
SAMN29453395	332_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.973Z	2022-10-25T09:19:03.200Z	SUB11601558	AGL2455	Severe acute respiratory syndrome coronavirus 2
SAMN29453229	277_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.350Z	2022-10-25T09:19:03.180Z	SUB11601558	AGL1510	Severe acute respiratory syndrome coronavirus 2
SAMN29453439	347_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.390Z	2022-10-25T09:19:03.163Z	SUB11601558	AGL3062	Severe acute respiratory syndrome coronavirus 2
SAMN29453143	248_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.556Z	2022-10-25T09:19:03.123Z	SUB11601558	AGL1001	Severe acute respiratory syndrome coronavirus 2
SAMN29453025	208_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.440Z	2022-10-25T09:19:03.106Z	SUB11601558	AGL0446	Severe acute respiratory syndrome coronavirus 2
SAMN29453055	218_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.716Z	2022-10-25T09:19:03.090Z	SUB11601558	AGL0737	Severe acute respiratory syndrome coronavirus 2
SAMN29453135	245_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.483Z	2022-10-25T09:19:03.070Z	SUB11601558	AGL1095	Severe acute respiratory syndrome coronavirus 2
SAMN29453443	348_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.426Z	2022-10-25T09:19:03.040Z	SUB11601558	AGL3109	Severe acute respiratory syndrome coronavirus 2
SAMN29453023	207_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.390Z	2022-10-25T09:19:03.016Z	SUB11601558	AGL0542	Severe acute respiratory syndrome coronavirus 2
SAMN29453346	316_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.530Z	2022-10-25T09:19:03Z	SUB11601558	AGL2427	Severe acute respiratory syndrome coronavirus 2
SAMN29453479	360_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.760Z	2022-10-25T09:19:02.983Z	SUB11601558	AGL2867	Severe acute respiratory syndrome coronavirus 2
SAMN29453513	372_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.076Z	2022-10-25T09:19:02.966Z	SUB11601558	AGL2743	Severe acute respiratory syndrome coronavirus 2
SAMN29453415	339_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.166Z	2022-10-25T09:19:02.936Z	SUB11601558	AGL2619	Severe acute respiratory syndrome coronavirus 2
SAMN29453522	375_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.160Z	2022-10-25T09:19:02.920Z	SUB11601558	AGL2981	Severe acute respiratory syndrome coronavirus 2
SAMN29453496	366_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.923Z	2022-10-25T09:19:02.903Z	SUB11601558	AGL3128	Severe acute respiratory syndrome coronavirus 2
SAMN29453018	206_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.343Z	2022-10-25T09:19:02.870Z	SUB11601558	AGL0638	Severe acute respiratory syndrome coronavirus 2
SAMN29453380	327_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.836Z	2022-10-25T09:19:02.853Z	SUB11601558	AGL2458	Severe acute respiratory syndrome coronavirus 2
SAMN29453355	319_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.610Z	2022-10-25T09:19:02.830Z	SUB11601558	AGL1945	Severe acute respiratory syndrome coronavirus 2
SAMN29453014	204_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.306Z	2022-10-25T09:19:02.806Z	SUB11601558	AGL0673	Severe acute respiratory syndrome coronavirus 2
SAMN29453057	219_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.733Z	2022-10-25T09:19:02.783Z	SUB11601558	AGL0630	Severe acute respiratory syndrome coronavirus 2
SAMN29453291	298_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.990Z	2022-10-25T09:19:02.760Z	SUB11601558	AGL1844	Severe acute respiratory syndrome coronavirus 2
SAMN29453081	227_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.963Z	2022-10-25T09:19:02.736Z	SUB11601558	AGL1029	Severe acute respiratory syndrome coronavirus 2
SAMN29453454	352_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.526Z	2022-10-25T09:19:02.700Z	SUB11601558	AGL2531	Severe acute respiratory syndrome coronavirus 2
